date,Total Tested,positive,Recovered,deaths,hospitalized,new hospital,ICU,Admit,RMCC6-Hospitalized,RMCC6-ICU,RMCC6-Admit,RMCC6-Leave,negative,Percent Pos,discharged,never_hospitalized,New Positive,New Negative,New Percent Positive,Week Positivity Rate,Total Daily Tests,Still Sick,Percent Hospitalized,New Deaths,Bremer Positive,Butler P,BlackHawk P,Bremer Recovered,Butler R,BlackHawk R,Bremer Death,Butler D,BlackHawk D,Bremer SS,Butler SS,BlackHawk SS,Knights Positive,Knights Isolation,Kights Quarantine,TotalTested2,TotalPositive2,TotalRecovered2,TotalDeaths2,Individuals Reported,Individuals Positive,,Bremer Rep,Bremer Pos,Black Hawk Rep,Black Hawk Pos,Butler Rep,Butler Pos,Bremer Pct,Black Hawk Pct,Butler Pct,State 7Day,State 14Day,Bremer 7Day,Black Hawk 7Day,Butler 7Day,Bremer School,Black Hawk School,Butler School,Total Tests,Positive Tests,PCR Individuals,Antigen Individuals,Individuals Tested,Positive PCR Individuals,Positive Antigen Individuals,Individuals Postive,Bremer Total Tests,Bremer Positive Tests,Bremer PCR Individuals,Bremer Antigen Individuals,Bremer Individuals Tested,Bremer Positive PCR Individuals,Bremer Positive Antigen Individuals,Bremer Individuals Postive,Butler Total Tests,Butler Positive Tests,Butler PCR Individuals,ButlerAntigen Individuals,Butler Individuals Tested,Positive Butler PCR Individuals,Positive ButlerAntigen Individuals,Butler Individuals Postive,Black Hawk Total Tests,Black Hawk Positive Tests,BH PCR Individuals,BH Antigen Individuals,Black Hawk Individuals Tested,Positive BH PCR Individuals,Positive BH Antigen Individuals,Black Hawk Individuals Postive
2020-06-18,239596,24735,18022,677,176,,63,,,,,,214861,10%,,,356,4835,7%,6.0%,5191,6036,3%,6,81,,,66,,,6,,,9,,,,,,228972,24672,18022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,245278,25127,18352,680,197,,60,,,,,,220151,10%,,,392,5290,7%,6.0%,5682,6095,3%,3,81,,,66,,,6,,,9,,,,,,232580,24823,18352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,249207,25424,18741,681,182,,58,,,,,,223783,10%,,,297,3632,8%,6.2%,3929,6002,3%,1,81,,,68,,,6,,,7,,,,,,238178,25153,18741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-21,256960,25865,19086,685,170,,53,,,,,,231095,10%,,,441,7312,5.7%,6.1%,7753,6094,3%,4,82,,,68,,,6,,,8,,,,,,243014,25459,19086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,259002,26048,19466,686,169,,51,,,,,,232954,10%,,,183,1859,9.0%,6.4%,2042,5896,3%,1,82,,,68,,,6,,,8,,,,,,249270,25902,19466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,264265,26343,19713,688,163,,47,,,,,,237922,10%,,,295,4968,5.6%,6.4%,5263,5942,3%,2,82,,,68,,,6,,,8,,,,,,252919,26065,19713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,268435,26601,19954,690,140,,43,,,,,,241834,10%,,,258,3912,6.2%,6.5%,4170,5957,2%,2,85,,,69,,,6,,,10,,,,,,258299,26418,19954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,275442,27062,20260,694,137,,42,,,,,,248380,10%,,,461,6546,6.6%,6.5%,7007,6108,2%,4,85,,,70,,,6,,,9,,,,,,262529,26618,20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,282023,27593,20655,702,141,,42,,,,,,254430,10%,,,531,6050,8.1%,6.7%,6581,6236,2%,8,85,,,70,,,6,,,9,,,,,,266597,26854,20655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,288212,27934,20893,704,131,,40,,,,,,260278,10%,,,341,5848,5.5%,6.4%,6189,6337,2%,2,85,,,70,,,6,,,9,,,,,,272740,27239,20893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,295920,28478,21195,704,118,,36,,,,,,267442,10%,,,544,7164,7.1%,6.7%,7708,6579,2%,0,85,,,70,,,6,,,9,,,,,,279856,27682,21195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,300437,28735,21585,707,119,,35,,,,,,271702,10%,,,257,4260,5.7%,6.5%,4517,6443,2%,3,85,,,70,,,6,,,9,,,,,,286241,28071,21585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,303775,28944,21829,713,133,,34,,,,,,274831,10%,,,209,3129,6.3%,6.6%,3338,6402,2%,6,87,,,78,,,6,,,3,,,,,,292644,28438,21829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,308680,29347,22052,717,149,,37,,,,,,279333,10%,,,403,4502,8.2%,6.8%,4905,6578,2%,4,88,50,2118,78,,,6,,,4,,,,,,297214,28677,22052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,316405,30060,22436,717,145,,36,,,,,,286345,10%,,,713,7012,9.2%,7.3%,7725,6907,2%,0,90,52,2158,79,,,6,,,5,,,,,,302720,28964,22436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,320924,30355,22791,720,146,,40,,,,,,290569,9%,,,295,4224,6.5%,7.1%,4519,6844,2%,3,91,55,2185,79,,,6,,,6,,,,,,,,22791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,327936,30922,23120,721,134,,40,,,,,,297014,9%,,,567,6445,8.1%,7.5%,7012,7081,2%,1,92,56,2247,79,,,6,,,7,,,,,,,,23120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,332114,31243,23576,721,141,,43,,,,,,300871,9%,,,321,3857,7.7%,7.6%,4178,6946,2%,0,93,57,2279,79,,,6,,,8,,,,,,,,23576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,335716,31656,23862,721,151,,41,,,,,,304060,9%,,,413,3189,11.5%,8.3%,3602,7073,2%,0,93,60,2303,78,,,6,,,9,,,,,,,,23862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,339040,31929,24045,725,165,,44,,,,,,307111,9%,,,273,3051,8.2%,8.5%,3324,7159,2%,4,95,60,2306,80,,,6,,,9,,,,,,,,24045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,344474,32343,24235,732,165,,44,,,,,,312131,9%,,,414,5020,7.6%,8.4%,5434,7376,2%,7,97,61,2332,80,,,7,,,10,,,,,,,,24235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,352106,33012,24651,739,168,,49,,,,,,319094,9%,,,669,6963,8.8%,8.3%,7632,7622,2%,7,102,62,2373,80,,,7,,,15,,,,,,,,24651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,361252,33756,25051,742,169,,54,,,,,,327496,9%,,,744,8402,8.1%,8.4%,9146,7963,2%,3,105,63,2413,79,,,7,,,19,,,,,,,,25051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,367822,34499,26081,748,178,,56,,,,,,333323,9%,,,743,5827,11.3%,9.0%,6570,7670,2%,6,109,64,2464,79,,,7,,,23,,,,,,,,25371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,374817,35002,26206,749,177,,54,,,,,,339815,9%,,,503,6492,7.2%,8.8%,6995,8047,2%,1,112,70,2510,79,52,1882,7,2,59,26,16,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,377608,35502,26605,753,173,,63,,,,,,342106,9%,,,500,2291,17.9%,9.2%,2791,8144,2%,4,116,70,2527,79,54,1895,7,2,59,30,14,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,381299,35830,26899,755,186,,67,,,,,,345469,9%,,,328,3363,8.9%,9.2%,3691,8176,2%,2,116,71,2539,79,55,1898,7,2,59,30,14,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,384765,36036,27102,759,190,,62,,,,,,348729,9%,,,206,3260,5.9%,9.2%,3466,8175,2%,4,116,71,2551,79,55,1898,7,2,59,30,14,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,392912,36737,27353,777,195,,65,,,,,,356175,9%,,,701,7446,8.6%,9.1%,8147,8607,2%,18,125,74,2582,79,56,1907,7,2,60,39,16,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,403012,37616,27551,782,210,,70,,,,,,365396,9%,,,879,9221,8.7%,9.2%,10100,9283,2%,5,131,78,2644,79,59,1916,7,2,60,45,17,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,403726,37903,27800,785,210,,70,,,,,,365823,9%,,,287,427,40.2%,9.5%,714,9318,2%,3,131,80,2650,79,59,1921,7,2,60,45,19,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,414497,38564,27875,792,214,,75,,,,,,375933,9%,,,661,10110,6.1%,9.0%,10771,9897,2%,7,135,80,2683,79,63,1930,7,2,60,49,15,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,419267,38907,27950,793,221,,76,,,,,,380360,9%,,,343,4427,7.2%,8.2%,4770,10164,2%,1,135,81,2694,79,64,1932,7,2,60,49,15,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,423221,39419,28307,798,223,,74,23,39,12,6,,383802,9%,,,512,3442,12.9%,8.6%,3954,10314,2%,5,140,84,2707,79,65,1934,7,2,60,54,17,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,427908,39793,28607,808,224,,71,29,43,14,6,2,388115,9%,,,374,4313,8.0%,8.7%,4687,10378,2%,10,143,85,2724,79,65,1951,7,2,61,57,18,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,436734,40509,28863,815,232,,73,33,40,15,2,5,396225,9%,,,716,8110,8.1%,8.6%,8826,10831,2%,7,151,88,2766,79,67,1965,7,2,61,65,19,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,441256,40960,29148,820,230,,72,28,43,13,12,9,400296,9%,,,451,4071,10.0%,8.7%,4522,10992,2%,5,154,88,2783,79,70,1978,7,2,61,68,16,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,447251,41628,29462,826,220,,72,30,45,15,6,4,405623,9%,,,668,5327,11.1%,8.6%,5995,11340,2%,6,163,92,2827,79,75,2022,7,2,61,77,15,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,451337,42016,29604,826,226,,77,34,51,15,9,3,409321,9%,,,388,3698,9.5%,9.4%,4086,11586,2%,0,166,95,2841,79,78,2022,7,2,61,80,15,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,455737,42422,29727,829,241,,78,30,56,12,7,2,413315,9%,,,406,3994,9.2%,9.6%,4400,11866,2%,3,164,97,2853,79,78,2028,7,2,61,78,17,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,458792,42738,30476,836,253,,75,30,52,11,5,9,416054,9%,,,316,2739,10.3%,9.3%,3055,11426,2%,7,167,99,2870,80,81,2038,7,2,62,80,16,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,463964,43195,31214,844,246,,76,23,56,15,5,1,420769,9%,,,457,4715,8.8%,9.4%,5172,11137,2%,8,170,100,2898,84,81,2082,7,2,62,79,17,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,469563,43730,31736,854,237,,76,33,52,14,7,11,425833,9%,,,535,5064,9.6%,9.8%,5599,11140,2%,10,175,102,2919,88,83,2143,7,2,62,80,17,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,475497,44474,32495,865,225,,71,31,54,14,5,3,431023,9%,,,744,5190,12.5%,10.3%,5934,11114,2%,11,179,106,2953,88,83,2181,7,2,62,84,21,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,480425,44937,32802,872,242,,77,36,54,18,9,9,435488,9%,,,463,4465,9.4%,10.0%,4928,11263,2%,7,182,111,2971,90,89,2246,7,2,62,85,20,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,485828,45480,32917,874,231,,75,28,51,16,7,10,440348,9%,,,543,4860,10.0%,10.0%,5403,11689,2%,2,187,111,2987,91,92,2253,7,2,62,89,17,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,488138,45782,33102,878,241,,78,27,57,18,7,1,442356,9%,,,302,2008,13.1%,10.4%,2310,11802,2%,4,187,113,2998,92,94,2260,7,2,62,88,17,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,491929,45982,33923,885,243,,75,24,51,14,6,12,445947,9%,,,200,3591,5.3%,9.8%,3791,11174,2%,7,189,114,3007,93,96,2326,7,2,62,89,16,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,497180,46412,34659,893,248,,77,44,54,14,8,5,450768,9%,,,430,4821,8.2%,9.7%,5251,10860,2%,8,193,115,3031,103,97,2376,7,2,62,83,16,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,503657,47020,35468,906,237,,68,28,56,15,9,7,456637,9%,,,608,5869,9.4%,9.6%,6477,10646,2%,13,199,118,3060,106,101,2419,7,2,62,86,15,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,510522,47728,36248,912,223,,65,33,53,13,9,12,462794,9%,,,708,6157,10.3%,9.3%,6865,10568,2%,6,206,119,3088,108,103,2456,7,2,63,91,14,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,514451,48112,36850,925,229,,58,33,50,11,7,10,466339,9%,,,384,3545,9.8%,9.3%,3929,10337,2%,13,213,119,3100,109,104,2485,7,2,66,97,13,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,521382,48732,37086,930,221,,57,32,48,12,10,12,472650,9%,,,620,6311,8.9%,9.1%,6931,10716,2%,5,226,121,3120,111,104,2491,7,2,66,108,15,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,523928,49000,37247,931,224,,57,26,46,14,7,9,474928,9%,,,268,2278,10.5%,9.0%,2546,10822,2%,1,226,121,3128,113,104,2503,7,2,66,106,15,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,525593,49164,37979,935,244,,64,34,51,13,10,5,476429,9%,,,164,1501,9.8%,9.5%,1665,10250,2%,4,227,121,3134,116,106,2533,7,2,66,104,13,535,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,530408,49598,38531,946,243,,72,53,51,15,4,4,480810,9%,,,434,4381,9.0%,9.6%,4815,10121,2%,11,230,125,3161,120,108,2566,7,2,66,103,15,529,17,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,535885,50003,39241,954,261,,88,38,53,19,8,6,485882,9%,,,405,5072,7.4%,9.3%,5477,9808,3%,8,231,129,3189,123,110,2598,7,2,66,101,17,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,540974,50681,39788,964,258,,75,31,61,18,12,4,490293,9%,,,678,4411,13.3%,9.7%,5089,9929,3%,10,235,132,3217,127,111,2612,7,2,66,101,19,539,17,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,552417,51648,40359,972,261,,82,33,64,21,11,8,500769,9%,,,967,10476,8.5%,9.3%,11443,10317,3%,8,242,134,3265,132,114,2648,7,2,66,103,18,551,17,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,558674,52221,40489,975,271,,80,43,62,19,13,15,506453,9%,,,573,5684,9.2%,9.4%,6257,10757,3%,3,243,138,3285,133,116,2651,7,2,66,103,20,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,561218,52611,40636,975,283,,85,31,62,20,5,5,508607,9%,,,390,2154,15.3%,9.7%,2544,11000,3%,0,244,140,3309,133,116,2656,7,2,66,104,22,587,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,564443,52918,41487,987,287,,86,31,59,20,7,10,511525,9%,,,307,2918,9.5%,9.7%,3225,10444,3%,12,245,141,3326,138,118,2684,7,2,67,100,21,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,569961,53483,41940,1002,299,,90,46,67,25,12,4,516478,9%,,,565,4953,10.2%,9.8%,5518,10541,3%,15,248,143,3362,146,120,2713,7,2,67,95,21,582,3,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,576461,53781,42300,1011,300,,89,43,64,22,3,6,522680,9%,,,298,6202,4.6%,9.3%,6500,10470,3%,9,252,146,3400,150,123,2745,7,2,67,95,21,588,4,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,585489,54650,42809,1016,293,,81,43,66,19,11,9,530839,9%,,,869,8159,9.6%,8.9%,9028,10825,3%,5,257,149,3442,154,128,2781,7,2,67,96,19,594,2,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,591013,55496,43349,1030,268,,79,33,66,15,9,9,535517,9%,,,846,4678,15.3%,10.0%,5524,11117,2%,14,260,152,3491,161,134,2805,7,2,69,92,16,617,2,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-23,595256,56087,43472,1033,260,,82,42,59,16,6,13,539169,9%,,,591,3652,13.9%,10.6%,4243,11582,2%,3,265,159,3502,161,134,2814,7,2,69,97,23,619,2,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,597550,56504,43599,1037,275,,86,37,62,17,8,5,541046,9%,,,417,1877,18.2%,10.7%,2294,11868,2%,4,265,163,3514,163,134,2818,7,2,70,95,27,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,601441,57049,44301,1047,295,,82,37,65,14,4,1,544392,9%,,,545,3346,14.0%,11.2%,3891,11701,3%,10,265,163,3514,163,134,2818,7,2,70,95,27,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,607529,57848,44853,1060,313,,102,49,65,19,9,9,549681,10%,,,799,5289,13.1%,11.6%,6088,11935,3%,13,269,169,3543,171,136,2868,7,2,72,91,31,603,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,614512,59101,45355,1077,305,,99,36,63,19,6,8,555411,10%,,,1253,5730,17.9%,14.0%,6983,12669,2%,17,276,172,3589,176,140,2896,7,2,72,93,30,621,6,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,617387,61669,45886,1091,299,,91,40,63,14,9,9,555718,10%,,,2568,307,89.3%,22.0%,2875,14692,2%,14,283,183,3644,178,144,2919,7,2,73,98,37,652,7,8,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-29,624735,63098,46394,1108,315,,91,48,65,14,10,8,561637,10%,,,1429,5919,19.4%,22.5%,7348,15596,2%,17,286,194,3709,183,150,2937,7,2,74,96,42,698,16,16,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-30,630446,64104,46526,1110,315,,91,48,57,11,12,20,566342,10%,,,1006,4705,17.6%,22.8%,5711,16468,2%,2,294,199,3762,186,151,2940,7,2,74,101,46,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-31,633664,64713,46651,1112,300,,85,23,57,11,7,7,568951,10%,,,609,2609,18.9%,22.7%,3218,16950,2%,2,299,203,3788,187,156,2948,7,2,74,105,45,766,18,22,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,637100,65397,47372,1121,311,,88,40,63,14,10,4,571703,10%,,,684,2752,19.9%,23.4%,3436,16904,2%,9,332,210,3802,192,159,2976,7,2,75,133,49,751,42,44,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,641492,65991,48004,1125,310,,87,62,67,15,15,11,575501,10%,,,594,3798,13.5%,24.0%,4392,16862,2%,4,341,211,3830,197,161,3010,7,2,76,137,48,744,50,52,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,646904,66618,48509,1134,323,,88,51,73,17,13,7,580286,10%,,,627,4785,11.6%,23.2%,5412,16975,2%,9,355,213,3846,211,172,3032,7,2,76,137,39,738,65,65,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,654603,67844,48994,1137,317,,87,41,68,16,5,10,586759,10%,,,1226,6473,15.9%,16.6%,7699,17713,2%,3,366,217,3904,220,178,3048,7,2,76,139,37,780,68,68,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,661816,68933,49487,1158,315,,94,36,68,19,10,10,592883,10%,,,1089,6124,15.1%,15.7%,7213,18288,2%,21,372,219,3966,222,183,3070,7,2,78,143,34,818,78,78,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,667907,69754,49656,1165,309,,91,52,66,20,9,11,598153,10%,,,821,5270,13.5%,15.1%,6091,18933,2%,7,376,223,3994,223,190,3073,7,2,78,146,31,843,75,75,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-07,670523,70260,49863,1167,311,,99,31,67,16,8,7,600263,10%,,,506,2110,19.3%,15.0%,2616,19230,2%,2,382,224,4022,223,196,3078,7,2,78,152,26,866,67,68,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,673617,70650,50362,1170,326,,92,41,74,18,12,5,602967,10%,,,390,2704,12.6%,14.4%,3094,19118,2%,3,387,230,4037,226,196,3112,7,2,79,154,32,846,69,69,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,676598,71075,50929,1185,322,,83,32,77,15,5,2,605523,11%,,,425,2556,14.3%,14.5%,2981,18961,2%,15,388,232,4053,226,196,3112,7,2,79,155,34,862,67,67,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,681906,71731,51621,1204,302,,85,48,72,19,10,15,610175,11%,,,656,4652,12.4%,14.6%,5308,18906,2%,19,400,233,4078,234,207,3173,7,2,81,159,24,824,43,43,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,688102,72631,52261,1208,281,,83,27,62,20,7,17,615471,11%,,,900,5296,14.5%,14.3%,6196,19162,1%,4,414,236,4117,236,210,3209,7,2,81,171,24,827,42,43,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,694371,73495,52930,1216,290,,90,50,67,18,12,7,620876,11%,,,864,5405,13.8%,14.0%,6269,19349,1%,8,418,238,4151,239,212,3244,7,2,81,172,24,826,26,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
